"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"21","1013.6","...","1016.4","2018-01-21 09:12","1011.3","2018-01-22 00:00","19.9","21.6","2018-01-21 13:15","18.4","2018-01-21 03:52","...","96","87","2018-01-21 13:16","3.3","36","7.3","44","2018-01-21 11:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1012.6","...","1016.4","2018-01-22 23:46","1009.9","2018-01-22 02:34","18.4","22.2","2018-01-22 10:08","15.9","2018-01-22 23:41","...","91","71","2018-01-22 20:10","4.9","33","14.3","27","2018-01-22 17:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1014.9","...","1016.5","2018-01-23 08:48","1012.4","2018-01-23 15:03","18.4","21.5","2018-01-23 13:39","15.3","2018-01-23 02:01","...","83","62","2018-01-23 14:03","4.2","53","9.6","25","2018-01-23 23:17","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1016.2","...","1018.1","2018-01-24 09:19","1014.4","2018-01-24 14:34","18.4","19.9","2018-01-24 10:55","16.7","2018-01-24 20:21","...","80","65","2018-01-24 07:51","5.1","25","12.4","21","2018-01-24 08:48","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1015.9","...","1018.0","2018-01-25 09:25","1013.9","2018-01-25 14:43","18.6","20.0","2018-01-25 10:52","16.7","2018-01-25 00:22","...","83","71","2018-01-25 10:40","4.2","21","10.6","40","2018-01-25 11:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1017.7","...","1020.3","2018-01-26 20:35","1014.6","2018-01-26 02:54","17.6","20.7","2018-01-26 09:49","16.0","2018-01-26 03:41","...","84","69","2018-01-26 11:49","7.9","43","18.5","34","2018-01-26 11:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1017.7","...","1020.8","2018-01-27 09:25","1014.9","2018-01-27 23:42","17.4","19.5","2018-01-27 15:41","15.1","2018-01-27 02:31","...","86","74","2018-01-27 15:22","3.3","224","9.6","44","2018-01-27 00:03","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1012.5","...","1015.6","2018-01-28 23:22","1010.2","2018-01-28 14:50","18.6","23.0","2018-01-28 11:24","16.6","2018-01-28 01:01","...","85","65","2018-01-28 10:03","6.2","27","18.8","40","2018-01-28 21:46","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1017.8","...","1021.2","2018-01-29 22:28","1014.1","2018-01-29 03:02","15.8","17.8","2018-01-29 11:58","12.9","2018-01-29 23:31","...","75","63","2018-01-29 10:10","7.4","30","18.8","10","2018-01-29 05:21","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1019.4","...","1022.2","2018-01-30 08:07","1017.1","2018-01-30 15:46","15.0","17.3","2018-01-30 11:57","12.3","2018-01-30 04:31","...","87","65","2018-01-30 12:30","3.9","226","9.5","60","2018-01-30 12:43","2.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1016.0","...","1019.0","2018-01-31 07:43","1012.6","2018-01-31 15:18","17.9","21.4","2018-01-31 14:30","13.9","2018-01-31 05:41","...","82","65","2018-01-31 12:14","5.9","35","19.5","22","2018-01-31 23:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
