"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1020.2","1022.5","1023.1","2017-01-01 08:59","1017.9","2017-01-01 15:10","20.7","24.1","2017-01-01 13:12","18.7","2017-01-01 04:11","16.9","79","64","2017-01-01 13:44","2.8","240","8.0","230","2017-01-01 21:35","0.5","1.7","0.2","2017-01-01 00:08","0.5","2017-01-01 00:01","2.5","23.5","8.77","13.3","-1.0","6","2017-01-01 12:00","9.4"
"02","1017.8","1020.0","1019.2","2017-01-02 09:19","1015.9","2017-01-02 15:02","22.2","26.3","2017-01-02 12:51","18.5","2017-01-02 05:44","16.9","73","55","2017-01-02 10:32","2.8","230","8.3","230","2017-01-02 02:33","0.5","1.0","0.5","2017-01-02 19:12","0.5","2017-01-02 18:30","8.7","81.7","14.63","16.0","-2.6","7","2017-01-02 13:00","5.6"
"03","1017.7","1020.0","1019.6","2017-01-03 09:10","1015.9","2017-01-03 14:45","21.6","25.7","2017-01-03 11:18","20.4","2017-01-03 17:40","18.3","82","69","2017-01-03 10:59","1.9","310","6.2","60","2017-01-03 11:36","2.0","2.5","1.0","2017-01-03 16:30","1.5","2017-01-03 15:40","1.2","11.3","8.41","12.9","-1.0","5","2017-01-03 11:00","8.9"
"04","1016.5","1018.7","1018.8","2017-01-04 09:26","1014.5","2017-01-04 14:57","21.8","24.9","2017-01-04 16:48","19.9","2017-01-04 05:22","17.9","78","66","2017-01-04 16:48","1.5","260","6.7","120","2017-01-04 11:01","0.0","0.0","0.0","...","0.0","...","0.5","4.7","7.29","11.9","1.6","5","2017-01-04 11:00","9.5"
"05","1014.0","1016.3","1015.6","2017-01-05 08:55","1011.8","2017-01-05 15:16","23.1","25.8","2017-01-05 11:38","21.0","2017-01-05 03:14","18.7","76","67","2017-01-05 09:32","2.7","170","10.1","160","2017-01-05 12:30","0.0","0.0","0.0","...","0.0","...","4.2","39.4","14.52","12.0","1.7","7","2017-01-05 12:00","8.1"
"06","1013.1","1015.3","1015.5","2017-01-06 08:56","1011.2","2017-01-06 14:57","22.9","26.9","2017-01-06 12:49","20.0","2017-01-06 07:22","18.9","78","69","2017-01-06 10:11","1.6","260","5.2","360","2017-01-06 14:05","0.0","0.0","0.0","...","0.0","...","5.2","48.7","11.99","12.5","2.7","7","2017-01-06 13:00","7.0"
"07","1010.8","1013.0","1013.4","2017-01-07 08:50","1008.0","2017-01-07 15:17","23.0","26.6","2017-01-07 12:27","20.1","2017-01-07 06:01","18.3","75","63","2017-01-07 10:58","3.0","240","11.6","180","2017-01-07 14:47","0.0","0.0","0.0","...","0.0","...","5.9","55.2","15.74","14.8","1.9","6","2017-01-07 12:00","7.3"
"08","1011.3","1013.6","1013.7","2017-01-08 22:06","1009.4","2017-01-08 02:34","21.2","23.6","2017-01-08 10:39","19.6","2017-01-08 06:30","17.1","78","72","2017-01-08 09:15","3.6","250","10.8","30","2017-01-08 18:56","0.0","0.0","0.0","...","0.0","...","0.5","4.7","3.02","11.1","1.7","2","2017-01-08 12:00","8.1"
"09","1015.6","1017.9","1017.9","2017-01-09 22:09","1012.6","2017-01-09 03:05","19.6","20.6","2017-01-09 00:02","18.6","2017-01-09 23:17","13.8","69","66","2017-01-09 13:29","4.4","30","12.2","30","2017-01-09 07:14","0.0","0.0","0.0","...","0.0","...","0.0","0.0","3.05","10.0","1.6","2","2017-01-09 14:00","9.9"
"10","1017.8","1020.1","1019.9","2017-01-10 09:24","1016.2","2017-01-10 14:42","19.4","22.3","2017-01-10 12:28","17.7","2017-01-10 02:27","14.0","71","60","2017-01-10 12:01","1.8","300","6.9","20","2017-01-10 12:33","0.0","0.0","0.0","...","0.0","...","0.4","3.7","9.51","10.0","2.9","4","2017-01-10 13:00","9.3"
"11","1017.4","1019.7","1019.9","2017-01-11 08:51","1014.9","2017-01-11 14:28","19.8","23.8","2017-01-11 12:45","16.9","2017-01-11 06:38","15.3","75","64","2017-01-11 10:33","2.4","250","7.1","100","2017-01-11 10:58","T","0.3","T","2017-01-11 15:20","T","2017-01-11 15:20","2.8","26.1","15.32","10.9","-1.6","6","2017-01-11 13:00","8.1"
"12","1013.1","1015.4","1016.8","2017-01-12 00:18","1010.8","2017-01-12 14:20","20.7","24.2","2017-01-12 11:24","18.7","2017-01-12 06:26","17.0","80","60","2017-01-12 10:43","1.4","240","5.0","310","2017-01-12 15:21","1.0","3.7","0.5","2017-01-12 16:10","0.5","2017-01-12 16:10","0.6","5.6","10.77","12.4","-0.8","4","2017-01-12 12:00","9.4"
"13","1013.5","1015.8","1016.1","2017-01-13 21:59","1010.8","2017-01-13 03:34","18.9","20.4","2017-01-13 00:07","17.1","2017-01-13 22:52","15.6","81","72","2017-01-13 09:42","4.2","30","12.9","40","2017-01-13 06:46","1.0","5.1","0.5","2017-01-13 13:05","0.5","2017-01-13 13:05","0.0","0.0","2.85","9.8","-0.7","2","2017-01-13 11:00","10.0"
"14","1017.5","1019.8","1019.6","2017-01-14 20:50","1015.0","2017-01-14 02:00","16.9","17.7","2017-01-14 16:05","16.0","2017-01-14 07:51","13.2","79","67","2017-01-14 16:05","2.4","340","10.3","20","2017-01-14 06:04","2.5","14.5","0.5","2017-01-14 00:45","1.0","2017-01-14 00:37","0.0","0.0","2.56","8.8","-0.8","2","2017-01-14 12:00","10.0"
"15","1019.0","1021.3","1020.7","2017-01-15 08:36","1017.0","2017-01-15 14:15","17.0","18.3","2017-01-15 12:13","15.8","2017-01-15 23:32","12.8","76","66","2017-01-15 10:25","2.0","310","9.7","30","2017-01-15 15:02","0.0","0.0","0.0","...","0.0","...","0.0","0.0","4.62","10.0","-0.9","2","2017-01-15 13:00","10.0"
"16","1019.6","1021.9","1021.4","2017-01-16 20:45","1017.8","2017-01-16 14:10","17.2","20.8","2017-01-16 13:04","15.4","2017-01-16 02:09","13.4","79","61","2017-01-16 13:28","2.6","30","10.2","70","2017-01-16 14:47","2.5","5.7","0.5","2017-01-16 01:25","1.0","2017-01-16 01:00","0.4","3.7","10.94","14.1","-1.0","4","2017-01-16 14:00","9.8"
"17","1020.2","1022.5","1022.0","2017-01-17 08:45","1018.1","2017-01-17 14:45","18.7","22.9","2017-01-17 12:23","15.8","2017-01-17 06:01","15.1","80","64","2017-01-17 10:51","1.6","240","5.7","220","2017-01-17 22:59","2.0","3.0","0.5","2017-01-17 06:02","1.5","2017-01-17 14:37","2.3","21.3","10.68","15.1","-0.7","5","2017-01-17 11:00","9.0"
"18","1018.7","1021.0","1021.1","2017-01-18 09:00","1016.6","2017-01-18 14:37","20.9","25.2","2017-01-18 13:47","15.8","2017-01-18 06:30","16.8","79","63","2017-01-18 10:33","2.6","240","9.0","170","2017-01-18 14:18","0.0","0.0","0.0","...","0.0","...","7.3","67.6","16.24","15.9","3.0","7","2017-01-18 12:00","4.1"
"19","1017.4","1019.7","1019.6","2017-01-19 09:04","1015.4","2017-01-19 15:30","20.9","23.1","2017-01-19 10:35","18.5","2017-01-19 06:23","17.2","79","68","2017-01-19 10:46","2.1","360","8.1","40","2017-01-19 23:25","T","0.4","T","2017-01-19 12:50","T","2017-01-19 12:50","0.6","5.6","5.27","11.6","-1.8","3","2017-01-19 11:00","9.8"
"20","1020.9","1023.2","1024.6","2017-01-20 21:49","1017.2","2017-01-20 02:15","17.5","20.8","2017-01-20 00:02","14.8","2017-01-20 23:59","12.1","70","63","2017-01-20 20:13","7.0","40","18.4","50","2017-01-20 16:26","0.0","0.0","0.0","...","0.0","...","0.0","0.0","6.81","10.0","3.4","2","2017-01-20 12:00","10.0"
"21","1023.4","1025.7","1025.4","2017-01-21 09:00","1020.8","2017-01-21 14:20","16.6","18.9","2017-01-21 13:44","14.2","2017-01-21 01:20","10.9","69","58","2017-01-21 11:55","1.3","10","6.8","30","2017-01-21 00:10","0.0","0.0","0.0","...","0.0","...","0.0","0.0","5.28","14.1","1.6","4","2017-01-21 13:00","9.9"
